frame_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,quat_x,quat_y,quat_z,quat_w,lookat_x,lookat_y,lookat_z,up_x,up_y,up_z
139,-0.0870606,1.59373,0.0208031,13.0797,57.6459,357.213,0.0881085,0.481252,-0.0760571,0.86882,0.82284,-0.226306,0.521267,0.216965,0.972904,0.0798957
140,-0.0869419,1.59353,0.0206694,13.2011,57.7983,357.278,0.0892022,0.482321,-0.0761896,0.868104,0.823817,-0.228369,0.518819,0.218329,0.972476,0.0813779
141,-0.0867987,1.59343,0.0205012,13.2457,57.9723,357.321,0.0896071,0.483591,-0.0761844,0.867356,0.825238,-0.229127,0.51622,0.218824,0.972333,0.0817582
142,-0.086558,1.59351,0.0205916,13.187,58.0445,357.32,0.0891088,0.484156,-0.0760038,0.867108,0.826086,-0.228129,0.515304,0.218092,0.972566,0.0809385
143,-0.0864005,1.59332,0.0205856,13.2577,58.1201,357.339,0.0896749,0.484692,-0.076217,0.866732,0.826525,-0.229332,0.514065,0.219049,0.972299,0.0815646
144,-0.0864077,1.59328,0.0206936,13.2517,58.1043,357.303,0.0894898,0.484601,-0.0764477,0.866781,0.826404,-0.229229,0.514306,0.219261,0.972295,0.0810427
145,-0.0862648,1.59342,0.0208811,13.1967,58.0622,357.314,0.0891426,0.484293,-0.0761085,0.867019,0.826213,-0.228294,0.515028,0.218317,0.972522,0.0808589
146,-0.0862091,1.59333,0.0211399,13.2405,57.9525,357.323,0.0895888,0.483441,-0.076134,0.867446,0.825076,-0.22904,0.516517,0.218706,0.972355,0.0818143
147,-0.0861239,1.59325,0.0213815,13.2627,57.8498,357.266,0.0895841,0.482702,-0.0765797,0.867819,0.824075,-0.229416,0.517947,0.219399,0.97222,0.0815553
148,-0.0859233,1.59318,0.0216117,13.2525,57.8029,357.24,0.089431,0.48237,-0.0766932,0.868009,0.823685,-0.229243,0.518643,0.219418,0.972241,0.0812649
149,-0.0857785,1.59294,0.0220765,13.4017,57.5886,357.295,0.0909364,0.480657,-0.0767336,0.868799,0.821233,-0.231776,0.521399,0.22075,0.971685,0.0842458
